pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,q_w,q_x,q_y,q_z,wx,wy,wz
-3.59977e+06,-705678,5.69509e+06,-6496.78,496.124,-4037.27,0.707076,0.707129,-0.00244157,0.00225186,7.91872e-07,-9.12973e-07,6.17945e-06
-3.60041e+06,-705629,5.69469e+06,-6496.32,496.214,-4038,0.707076,0.707129,-0.00244182,0.00225205,7.91776e-07,-9.12994e-07,6.17865e-06
-3.60106e+06,-705579,5.69428e+06,-6495.86,496.304,-4038.73,0.707076,0.707129,-0.00244207,0.00225223,7.91679e-07,-9.13015e-07,6.17786e-06
-3.60171e+06,-705529,5.69388e+06,-6495.4,496.394,-4039.46,0.707076,0.70713,-0.00244232,0.00225242,7.91583e-07,-9.13036e-07,6.17707e-06
-3.60236e+06,-705480,5.69348e+06,-6494.94,496.484,-4040.19,0.707076,0.70713,-0.00244258,0.00225261,7.91487e-07,-9.13057e-07,6.17628e-06
-3.60301e+06,-705430,5.69307e+06,-6494.48,496.574,-4040.92,0.707076,0.70713,-0.00244283,0.00225279,7.9139e-07,-9.13078e-07,6.17548e-06
-3.60366e+06,-705380,5.69267e+06,-6494.02,496.664,-4041.65,0.707076,0.70713,-0.00244308,0.00225298,7.91294e-07,-9.13099e-07,6.17469e-06
-3.60431e+06,-705331,5.69226e+06,-6493.56,496.754,-4042.38,0.707076,0.70713,-0.00244333,0.00225316,7.91198e-07,-9.1312e-07,6.1739e-06
-3.60496e+06,-705281,5.69186e+06,-6493.1,496.845,-4043.11,0.707076,0.70713,-0.00244358,0.00225335,7.91101e-07,-9.13141e-07,6.1731e-06
-3.60561e+06,-705231,5.69146e+06,-6492.64,496.935,-4043.84,0.707076,0.70713,-0.00244383,0.00225354,7.91005e-07,-9.13161e-07,6.17231e-06
-3.60626e+06,-705182,5.69105e+06,-6492.18,497.025,-4044.57,0.707076,0.70713,-0.00244408,0.00225372,7.90909e-07,-9.13182e-07,6.17152e-06
-3.60691e+06,-705132,5.69065e+06,-6491.72,497.115,-4045.3,0.707076,0.70713,-0.00244433,0.00225391,7.90812e-07,-9.13203e-07,6.17072e-06
-3.60756e+06,-705082,5.69024e+06,-6491.26,497.205,-4046.03,0.707076,0.70713,-0.00244458,0.0022541,7.90716e-07,-9.13224e-07,6.16993e-06
-3.60821e+06,-705032,5.68984e+06,-6490.8,497.295,-4046.75,0.707076,0.70713,-0.00244483,0.00225428,7.9062e-07,-9.13245e-07,6.16914e-06
-3.60886e+06,-704983,5.68943e+06,-6490.34,497.385,-4047.48,0.707076,0.70713,-0.00244508,0.00225447,7.90524e-07,-9.13265e-07,6.16834e-06
-3.60951e+06,-704933,5.68903e+06,-6489.87,497.475,-4048.21,0.707076,0.70713,-0.00244533,0.00225465,7.90428e-07,-9.13286e-07,6.16755e-06
-3.61015e+06,-704883,5.68862e+06,-6489.41,497.565,-4048.94,0.707076,0.70713,-0.00244558,0.00225484,7.90332e-07,-9.13307e-07,6.16676e-06
-3.6108e+06,-704833,5.68822e+06,-6488.95,497.655,-4049.67,0.707076,0.70713,-0.00244583,0.00225502,7.90236e-07,-9.13328e-07,6.16596e-06
-3.61145e+06,-704784,5.68781e+06,-6488.49,497.745,-4050.4,0.707076,0.70713,-0.00244608,0.00225521,7.9014e-07,-9.13348e-07,6.16517e-06
-3.6121e+06,-704734,5.68741e+06,-6488.03,497.835,-4051.13,0.707076,0.70713,-0.00244633,0.0022554,7.90044e-07,-9.13369e-07,6.16438e-06
-3.61275e+06,-704684,5.687e+06,-6487.57,497.925,-4051.86,0.707076,0.70713,-0.00244658,0.00225558,7.89948e-07,-9.1339e-07,6.16358e-06
-3.6134e+06,-704634,5.6866e+06,-6487.11,498.015,-4052.59,0.707076,0.70713,-0.00244683,0.00225577,7.89852e-07,-9.1341e-07,6.16279e-06
-3.61405e+06,-704585,5.68619e+06,-6486.64,498.105,-4053.31,0.707076,0.70713,-0.00244708,0.00225595,7.89756e-07,-9.13431e-07,6.162e-06
-3.6147e+06,-704535,5.68579e+06,-6486.18,498.195,-4054.04,0.707076,0.70713,-0.00244733,0.00225614,7.8966e-07,-9.13452e-07,6.1612e-06
-3.61534e+06,-704485,5.68538e+06,-6485.72,498.285,-4054.77,0.707076,0.70713,-0.00244758,0.00225632,7.89564e-07,-9.13472e-07,6.16041e-06
-3.61599e+06,-704435,5.68498e+06,-6485.26,498.375,-4055.5,0.707076,0.70713,-0.00244783,0.00225651,7.89468e-07,-9.13493e-07,6.15961e-06
-3.61664e+06,-704385,5.68457e+06,-6484.8,498.465,-4056.23,0.707076,0.70713,-0.00244808,0.0022567,7.89372e-07,-9.13513e-07,6.15882e-06
-3.61729e+06,-704335,5.68417e+06,-6484.33,498.555,-4056.96,0.707076,0.70713,-0.00244833,0.00225688,7.89277e-07,-9.13534e-07,6.15803e-06
-3.61794e+06,-704286,5.68376e+06,-6483.87,498.645,-4057.68,0.707076,0.70713,-0.00244858,0.00225707,7.89181e-07,-9.13554e-07,6.15723e-06
-3.61859e+06,-704236,5.68335e+06,-6483.41,498.735,-4058.41,0.707075,0.70713,-0.00244883,0.00225725,7.89085e-07,-9.13575e-07,6.15644e-06
-3.61923e+06,-704186,5.68295e+06,-6482.95,498.825,-4059.14,0.707075,0.70713,-0.00244908,0.00225744,7.88989e-07,-9.13595e-07,6.15564e-06
-3.61988e+06,-704136,5.68254e+06,-6482.49,498.915,-4059.87,0.707075,0.70713,-0.00244933,0.00225762,7.88894e-07,-9.13616e-07,6.15485e-06
-3.62053e+06,-704086,5.68214e+06,-6482.02,499.005,-4060.6,0.707075,0.70713,-0.00244958,0.00225781,7.88798e-07,-9.13636e-07,6.15405e-06
-3.62118e+06,-704036,5.68173e+06,-6481.56,499.095,-4061.32,0.707075,0.70713,-0.00244983,0.00225799,7.88702e-07,-9.13657e-07,6.15326e-06
-3.62183e+06,-703986,5.68132e+06,-6481.1,499.185,-4062.05,0.707075,0.70713,-0.00245008,0.00225818,7.88607e-07,-9.13677e-07,6.15247e-06
-3.62248e+06,-703936,5.68092e+06,-6480.63,499.275,-4062.78,0.707075,0.70713,-0.00245033,0.00225836,7.88511e-07,-9.13698e-07,6.15167e-06
-3.62312e+06,-703886,5.68051e+06,-6480.17,499.365,-4063.51,0.707075,0.70713,-0.00245058,0.00225855,7.88416e-07,-9.13718e-07,6.15088e-06
-3.62377e+06,-703836,5.6801e+06,-6479.71,499.455,-4064.24,0.707075,0.70713,-0.00245083,0.00225873,7.8832e-07,-9.13739e-07,6.15008e-06
-3.62442e+06,-703786,5.6797e+06,-6479.25,499.545,-4064.96,0.707075,0.70713,-0.00245108,0.00225892,7.88225e-07,-9.13759e-07,6.14929e-06
-3.62507e+06,-703736,5.67929e+06,-6478.78,499.635,-4065.69,0.707075,0.707131,-0.00245133,0.0022591,7.88129e-07,-9.13779e-07,6.14849e-06
-3.62572e+06,-703686,5.67889e+06,-6478.32,499.725,-4066.42,0.707075,0.707131,-0.00245158,0.00225929,7.88034e-07,-9.138e-07,6.1477e-06
-3.62636e+06,-703637,5.67848e+06,-6477.86,499.814,-4067.15,0.707075,0.707131,-0.00245183,0.00225948,7.87938e-07,-9.1382e-07,6.1469e-06
-3.62701e+06,-703587,5.67807e+06,-6477.39,499.904,-4067.87,0.707075,0.707131,-0.00245208,0.00225966,7.87843e-07,-9.1384e-07,6.14611e-06
-3.62766e+06,-703537,5.67766e+06,-6476.93,499.994,-4068.6,0.707075,0.707131,-0.00245233,0.00225985,7.87748e-07,-9.13861e-07,6.14531e-06
-3.62831e+06,-703487,5.67726e+06,-6476.47,500.084,-4069.33,0.707075,0.707131,-0.00245258,0.00226003,7.87652e-07,-9.13881e-07,6.14452e-06
-3.62895e+06,-703437,5.67685e+06,-6476,500.174,-4070.06,0.707075,0.707131,-0.00245283,0.00226022,7.87557e-07,-9.13901e-07,6.14372e-06
-3.6296e+06,-703386,5.67644e+06,-6475.54,500.264,-4070.78,0.707075,0.707131,-0.00245307,0.0022604,7.87462e-07,-9.13922e-07,6.14293e-06
-3.63025e+06,-703336,5.67604e+06,-6475.08,500.354,-4071.51,0.707075,0.707131,-0.00245332,0.00226059,7.87367e-07,-9.13942e-07,6.14213e-06
-3.6309e+06,-703286,5.67563e+06,-6474.61,500.444,-4072.24,0.707075,0.707131,-0.00245357,0.00226077,7.87271e-07,-9.13962e-07,6.14134e-06
-3.63154e+06,-703236,5.67522e+06,-6474.15,500.533,-4072.97,0.707075,0.707131,-0.00245382,0.00226096,7.87176e-07,-9.13982e-07,6.14054e-06
-3.63219e+06,-703186,5.67482e+06,-6473.68,500.623,-4073.69,0.707075,0.707131,-0.00245407,0.00226114,7.87081e-07,-9.14003e-07,6.13975e-06
-3.63284e+06,-703136,5.67441e+06,-6473.22,500.713,-4074.42,0.707075,0.707131,-0.00245432,0.00226132,7.86986e-07,-9.14023e-07,6.13895e-06
-3.63349e+06,-703086,5.674e+06,-6472.76,500.803,-4075.15,0.707075,0.707131,-0.00245457,0.00226151,7.86891e-07,-9.14043e-07,6.13816e-06
-3.63413e+06,-703036,5.67359e+06,-6472.29,500.893,-4075.87,0.707075,0.707131,-0.00245482,0.00226169,7.86796e-07,-9.14063e-07,6.13736e-06
-3.63478e+06,-702986,5.67318e+06,-6471.83,500.983,-4076.6,0.707075,0.707131,-0.00245507,0.00226188,7.86701e-07,-9.14083e-07,6.13656e-06
-3.63543e+06,-702936,5.67278e+06,-6471.36,501.072,-4077.33,0.707075,0.707131,-0.00245532,0.00226206,7.86606e-07,-9.14103e-07,6.13577e-06
-3.63607e+06,-702886,5.67237e+06,-6470.9,501.162,-4078.05,0.707075,0.707131,-0.00245557,0.00226225,7.86511e-07,-9.14124e-07,6.13497e-06
-3.63672e+06,-702836,5.67196e+06,-6470.43,501.252,-4078.78,0.707075,0.707131,-0.00245582,0.00226243,7.86416e-07,-9.14144e-07,6.13418e-06
-3.63737e+06,-702786,5.67155e+06,-6469.97,501.342,-4079.51,0.707075,0.707131,-0.00245607,0.00226262,7.86321e-07,-9.14164e-07,6.13338e-06
-3.63802e+06,-702735,5.67115e+06,-6469.5,501.432,-4080.23,0.707075,0.707131,-0.00245631,0.0022628,7.86226e-07,-9.14184e-07,6.13259e-06
-3.63866e+06,-702685,5.67074e+06,-6469.04,501.521,-4080.96,0.707075,0.707131,-0.00245656,0.00226299,7.86131e-07,-9.14204e-07,6.13179e-06
-3.63931e+06,-702635,5.67033e+06,-6468.57,501.611,-4081.69,0.707075,0.707131,-0.00245681,0.00226317,7.86036e-07,-9.14224e-07,6.13099e-06
-3.63996e+06,-702585,5.66992e+06,-6468.11,501.701,-4082.41,0.707075,0.707131,-0.00245706,0.00226336,7.85941e-07,-9.14244e-07,6.1302e-06
-3.6406e+06,-702535,5.66951e+06,-6467.64,501.791,-4083.14,0.707075,0.707131,-0.00245731,0.00226354,7.85846e-07,-9.14264e-07,6.1294e-06
-3.64125e+06,-702485,5.6691e+06,-6467.18,501.88,-4083.87,0.707074,0.707131,-0.00245756,0.00226372,7.85751e-07,-9.14284e-07,6.12861e-06
-3.6419e+06,-702434,5.6687e+06,-6466.71,501.97,-4084.59,0.707074,0.707131,-0.00245781,0.00226391,7.85657e-07,-9.14304e-07,6.12781e-06
-3.64254e+06,-702384,5.66829e+06,-6466.25,502.06,-4085.32,0.707074,0.707131,-0.00245806,0.00226409,7.85562e-07,-9.14324e-07,6.12701e-06
-3.64319e+06,-702334,5.66788e+06,-6465.78,502.15,-4086.05,0.707074,0.707131,-0.00245831,0.00226428,7.85467e-07,-9.14344e-07,6.12622e-06
-3.64384e+06,-702284,5.66747e+06,-6465.32,502.239,-4086.77,0.707074,0.707131,-0.00245856,0.00226446,7.85373e-07,-9.14364e-07,6.12542e-06
-3.64448e+06,-702234,5.66706e+06,-6464.85,502.329,-4087.5,0.707074,0.707131,-0.0024588,0.00226465,7.85278e-07,-9.14384e-07,6.12463e-06
-3.64513e+06,-702183,5.66665e+06,-6464.39,502.419,-4088.22,0.707074,0.707131,-0.00245905,0.00226483,7.85183e-07,-9.14404e-07,6.12383e-06
-3.64578e+06,-702133,5.66624e+06,-6463.92,502.508,-4088.95,0.707074,0.707131,-0.0024593,0.00226502,7.85089e-07,-9.14423e-07,6.12303e-06
-3.64642e+06,-702083,5.66584e+06,-6463.45,502.598,-4089.68,0.707074,0.707131,-0.00245955,0.0022652,7.84994e-07,-9.14443e-07,6.12224e-06
-3.64707e+06,-702033,5.66543e+06,-6462.99,502.688,-4090.4,0.707074,0.707131,-0.0024598,0.00226538,7.84899e-07,-9.14463e-07,6.12144e-06
-3.64771e+06,-701982,5.66502e+06,-6462.52,502.777,-4091.13,0.707074,0.707131,-0.00246005,0.00226557,7.84805e-07,-9.14483e-07,6.12064e-06
-3.64836e+06,-701932,5.66461e+06,-6462.06,502.867,-4091.85,0.707074,0.707131,-0.0024603,0.00226575,7.8471e-07,-9.14503e-07,6.11985e-06
-3.64901e+06,-701882,5.6642e+06,-6461.59,502.957,-4092.58,0.707074,0.707132,-0.00246054,0.00226594,7.84616e-07,-9.14523e-07,6.11905e-06
-3.64965e+06,-701831,5.66379e+06,-6461.12,503.046,-4093.3,0.707074,0.707132,-0.00246079,0.00226612,7.84521e-07,-9.14542e-07,6.11825e-06
-3.6503e+06,-701781,5.66338e+06,-6460.66,503.136,-4094.03,0.707074,0.707132,-0.00246104,0.0022663,7.84427e-07,-9.14562e-07,6.11746e-06
-3.65095e+06,-701731,5.66297e+06,-6460.19,503.226,-4094.76,0.707074,0.707132,-0.00246129,0.00226649,7.84333e-07,-9.14582e-07,6.11666e-06
-3.65159e+06,-701680,5.66256e+06,-6459.73,503.315,-4095.48,0.707074,0.707132,-0.00246154,0.00226667,7.84238e-07,-9.14602e-07,6.11586e-06
-3.65224e+06,-701630,5.66215e+06,-6459.26,503.405,-4096.21,0.707074,0.707132,-0.00246179,0.00226686,7.84144e-07,-9.14621e-07,6.11506e-06
-3.65288e+06,-701580,5.66174e+06,-6458.79,503.495,-4096.93,0.707074,0.707132,-0.00246204,0.00226704,7.8405e-07,-9.14641e-07,6.11427e-06
-3.65353e+06,-701529,5.66133e+06,-6458.33,503.584,-4097.66,0.707074,0.707132,-0.00246228,0.00226722,7.83955e-07,-9.14661e-07,6.11347e-06
-3.65418e+06,-701479,5.66092e+06,-6457.86,503.674,-4098.38,0.707074,0.707132,-0.00246253,0.00226741,7.83861e-07,-9.14681e-07,6.11267e-06
-3.65482e+06,-701429,5.66051e+06,-6457.39,503.764,-4099.11,0.707074,0.707132,-0.00246278,0.00226759,7.83767e-07,-9.147e-07,6.11188e-06
-3.65547e+06,-701378,5.6601e+06,-6456.92,503.853,-4099.83,0.707074,0.707132,-0.00246303,0.00226778,7.83673e-07,-9.1472e-07,6.11108e-06
-3.65611e+06,-701328,5.65969e+06,-6456.46,503.943,-4100.56,0.707074,0.707132,-0.00246328,0.00226796,7.83578e-07,-9.14739e-07,6.11028e-06
-3.65676e+06,-701277,5.65928e+06,-6455.99,504.032,-4101.28,0.707074,0.707132,-0.00246353,0.00226814,7.83484e-07,-9.14759e-07,6.10948e-06
-3.6574e+06,-701227,5.65887e+06,-6455.52,504.122,-4102.01,0.707074,0.707132,-0.00246377,0.00226833,7.8339e-07,-9.14779e-07,6.10869e-06
-3.65805e+06,-701177,5.65846e+06,-6455.06,504.212,-4102.73,0.707074,0.707132,-0.00246402,0.00226851,7.83296e-07,-9.14798e-07,6.10789e-06
-3.65869e+06,-701126,5.65805e+06,-6454.59,504.301,-4103.46,0.707074,0.707132,-0.00246427,0.00226869,7.83202e-07,-9.14818e-07,6.10709e-06
-3.65934e+06,-701076,5.65764e+06,-6454.12,504.391,-4104.18,0.707074,0.707132,-0.00246452,0.00226888,7.83108e-07,-9.14837e-07,6.10629e-06
-3.65999e+06,-701025,5.65723e+06,-6453.65,504.48,-4104.91,0.707074,0.707132,-0.00246477,0.00226906,7.83014e-07,-9.14857e-07,6.1055e-06
-3.66063e+06,-700975,5.65682e+06,-6453.19,504.57,-4105.63,0.707074,0.707132,-0.00246501,0.00226925,7.8292e-07,-9.14877e-07,6.1047e-06
-3.66128e+06,-700924,5.65641e+06,-6452.72,504.659,-4106.36,0.707074,0.707132,-0.00246526,0.00226943,7.82826e-07,-9.14896e-07,6.1039e-06
-3.66192e+06,-700874,5.656e+06,-6452.25,504.749,-4107.08,0.707074,0.707132,-0.00246551,0.00226961,7.82732e-07,-9.14916e-07,6.1031e-06
-3.66257e+06,-700823,5.65559e+06,-6451.78,504.838,-4107.81,0.707074,0.707132,-0.00246576,0.0022698,7.82638e-07,-9.14935e-07,6.1023e-06
-3.66321e+06,-700773,5.65518e+06,-6451.31,504.928,-4108.53,0.707074,0.707132,-0.00246601,0.00226998,7.82544e-07,-9.14954e-07,6.10151e-06
-3.66386e+06,-700722,5.65477e+06,-6450.85,505.018,-4109.26,0.707073,0.707132,-0.00246626,0.00227016,7.8245e-07,-9.14974e-07,6.10071e-06
-3.6645e+06,-700672,5.65436e+06,-6450.38,505.107,-4109.98,0.707073,0.707132,-0.0024665,0.00227035,7.82356e-07,-9.14993e-07,6.09991e-06
-3.66515e+06,-700621,5.65394e+06,-6449.91,505.197,-4110.71,0.707073,0.707132,-0.00246675,0.00227053,7.82262e-07,-9.15013e-07,6.09911e-06
-3.66579e+06,-700571,5.65353e+06,-6449.44,505.286,-4111.43,0.707073,0.707132,-0.002467,0.00227071,7.82168e-07,-9.15032e-07,6.09831e-06
-3.66644e+06,-700520,5.65312e+06,-6448.97,505.376,-4112.15,0.707073,0.707132,-0.00246725,0.0022709,7.82075e-07,-9.15052e-07,6.09752e-06
-3.66708e+06,-700470,5.65271e+06,-6448.51,505.465,-4112.88,0.707073,0.707132,-0.00246749,0.00227108,7.81981e-07,-9.15071e-07,6.09672e-06
-3.66773e+06,-700419,5.6523e+06,-6448.04,505.555,-4113.6,0.707073,0.707132,-0.00246774,0.00227126,7.81887e-07,-9.1509e-07,6.09592e-06
-3.66837e+06,-700369,5.65189e+06,-6447.57,505.644,-4114.33,0.707073,0.707132,-0.00246799,0.00227145,7.81793e-07,-9.1511e-07,6.09512e-06
-3.66902e+06,-700318,5.65148e+06,-6447.1,505.734,-4115.05,0.707073,0.707132,-0.00246824,0.00227163,7.817e-07,-9.15129e-07,6.09432e-06
-3.66966e+06,-700268,5.65107e+06,-6446.63,505.823,-4115.78,0.707073,0.707132,-0.00246849,0.00227181,7.81606e-07,-9.15148e-07,6.09352e-06
-3.67031e+06,-700217,5.65065e+06,-6446.16,505.912,-4116.5,0.707073,0.707132,-0.00246873,0.002272,7.81512e-07,-9.15168e-07,6.09273e-06
-3.67095e+06,-700166,5.65024e+06,-6445.69,506.002,-4117.22,0.707073,0.707132,-0.00246898,0.00227218,7.81419e-07,-9.15187e-07,6.09193e-06
-3.67159e+06,-700116,5.64983e+06,-6445.22,506.091,-4117.95,0.707073,0.707132,-0.00246923,0.00227236,7.81325e-07,-9.15206e-07,6.09113e-06
-3.67224e+06,-700065,5.64942e+06,-6444.75,506.181,-4118.67,0.707073,0.707132,-0.00246948,0.00227254,7.81232e-07,-9.15225e-07,6.09033e-06
-3.67288e+06,-700015,5.64901e+06,-6444.29,506.27,-4119.39,0.707073,0.707133,-0.00246972,0.00227273,7.81138e-07,-9.15245e-07,6.08953e-06
-3.67353e+06,-699964,5.64859e+06,-6443.82,506.36,-4120.12,0.707073,0.707133,-0.00246997,0.00227291,7.81045e-07,-9.15264e-07,6.08873e-06
-3.67417e+06,-699913,5.64818e+06,-6443.35,506.449,-4120.84,0.707073,0.707133,-0.00247022,0.00227309,7.80951e-07,-9.15283e-07,6.08793e-06
-3.67482e+06,-699863,5.64777e+06,-6442.88,506.538,-4121.57,0.707073,0.707133,-0.00247047,0.00227328,7.80858e-07,-9.15302e-07,6.08713e-06
-3.67546e+06,-699812,5.64736e+06,-6442.41,506.628,-4122.29,0.707073,0.707133,-0.00247071,0.00227346,7.80764e-07,-9.15321e-07,6.08634e-06
-3.6761e+06,-699761,5.64695e+06,-6441.94,506.717,-4123.01,0.707073,0.707133,-0.00247096,0.00227364,7.80671e-07,-9.15341e-07,6.08554e-06
-3.67675e+06,-699711,5.64653e+06,-6441.47,506.807,-4123.74,0.707073,0.707133,-0.00247121,0.00227383,7.80577e-07,-9.1536e-07,6.08474e-06
-3.67739e+06,-699660,5.64612e+06,-6441,506.896,-4124.46,0.707073,0.707133,-0.00247146,0.00227401,7.80484e-07,-9.15379e-07,6.08394e-06
-3.67804e+06,-699609,5.64571e+06,-6440.53,506.985,-4125.18,0.707073,0.707133,-0.0024717,0.00227419,7.80391e-07,-9.15398e-07,6.08314e-06
-3.67868e+06,-699559,5.6453e+06,-6440.06,507.075,-4125.91,0.707073,0.707133,-0.00247195,0.00227437,7.80297e-07,-9.15417e-07,6.08234e-06
-3.67933e+06,-699508,5.64488e+06,-6439.59,507.164,-4126.63,0.707073,0.707133,-0.0024722,0.00227456,7.80204e-07,-9.15436e-07,6.08154e-06
-3.67997e+06,-699457,5.64447e+06,-6439.12,507.254,-4127.35,0.707073,0.707133,-0.00247245,0.00227474,7.80111e-07,-9.15455e-07,6.08074e-06
-3.68061e+06,-699406,5.64406e+06,-6438.65,507.343,-4128.08,0.707073,0.707133,-0.00247269,0.00227492,7.80018e-07,-9.15474e-07,6.07994e-06
-3.68126e+06,-699356,5.64365e+06,-6438.18,507.432,-4128.8,0.707073,0.707133,-0.00247294,0.0022751,7.79924e-07,-9.15493e-07,6.07914e-06
-3.6819e+06,-699305,5.64323e+06,-6437.71,507.522,-4129.52,0.707073,0.707133,-0.00247319,0.00227529,7.79831e-07,-9.15512e-07,6.07834e-06
-3.68254e+06,-699254,5.64282e+06,-6437.24,507.611,-4130.25,0.707073,0.707133,-0.00247343,0.00227547,7.79738e-07,-9.15531e-07,6.07754e-06
-3.68319e+06,-699203,5.64241e+06,-6436.77,507.7,-4130.97,0.707073,0.707133,-0.00247368,0.00227565,7.79645e-07,-9.1555e-07,6.07674e-06
-3.68383e+06,-699153,5.64199e+06,-6436.3,507.79,-4131.69,0.707073,0.707133,-0.00247393,0.00227583,7.79552e-07,-9.15569e-07,6.07594e-06
-3.68448e+06,-699102,5.64158e+06,-6435.83,507.879,-4132.41,0.707073,0.707133,-0.00247418,0.00227602,7.79459e-07,-9.15588e-07,6.07514e-06
-3.68512e+06,-699051,5.64117e+06,-6435.35,507.968,-4133.14,0.707073,0.707133,-0.00247442,0.0022762,7.79366e-07,-9.15607e-07,6.07434e-06
-3.68576e+06,-699000,5.64075e+06,-6434.88,508.058,-4133.86,0.707073,0.707133,-0.00247467,0.00227638,7.79273e-07,-9.15626e-07,6.07354e-06
-3.68641e+06,-698949,5.64034e+06,-6434.41,508.147,-4134.58,0.707072,0.707133,-0.00247492,0.00227656,7.7918e-07,-9.15645e-07,6.07274e-06
-3.68705e+06,-698899,5.63993e+06,-6433.94,508.236,-4135.31,0.707072,0.707133,-0.00247516,0.00227675,7.79087e-07,-9.15664e-07,6.07194e-06
-3.68769e+06,-698848,5.63951e+06,-6433.47,508.325,-4136.03,0.707072,0.707133,-0.00247541,0.00227693,7.78994e-07,-9.15683e-07,6.07114e-06
-3.68834e+06,-698797,5.6391e+06,-6433,508.415,-4136.75,0.707072,0.707133,-0.00247566,0.00227711,7.78901e-07,-9.15702e-07,6.07034e-06
-3.68898e+06,-698746,5.63869e+06,-6432.53,508.504,-4137.47,0.707072,0.707133,-0.0024759,0.00227729,7.78808e-07,-9.15721e-07,6.06954e-06
-3.68962e+06,-698695,5.63827e+06,-6432.06,508.593,-4138.2,0.707072,0.707133,-0.00247615,0.00227748,7.78715e-07,-9.15739e-07,6.06874e-06
-3.69027e+06,-698644,5.63786e+06,-6431.59,508.683,-4138.92,0.707072,0.707133,-0.0024764,0.00227766,7.78622e-07,-9.15758e-07,6.06794e-06
-3.69091e+06,-698594,5.63744e+06,-6431.11,508.772,-4139.64,0.707072,0.707133,-0.00247665,0.00227784,7.78529e-07,-9.15777e-07,6.06714e-06
-3.69155e+06,-698543,5.63703e+06,-6430.64,508.861,-4140.36,0.707072,0.707133,-0.00247689,0.00227802,7.78436e-07,-9.15796e-07,6.06634e-06
-3.69219e+06,-698492,5.63662e+06,-6430.17,508.95,-4141.09,0.707072,0.707133,-0.00247714,0.00227821,7.78344e-07,-9.15815e-07,6.06554e-06
-3.69284e+06,-698441,5.6362e+06,-6429.7,509.04,-4141.81,0.707072,0.707133,-0.00247739,0.00227839,7.78251e-07,-9.15833e-07,6.06474e-06
-3.69348e+06,-698390,5.63579e+06,-6429.23,509.129,-4142.53,0.707072,0.707133,-0.00247763,0.00227857,7.78158e-07,-9.15852e-07,6.06394e-06
-3.69412e+06,-698339,5.63537e+06,-6428.76,509.218,-4143.25,0.707072,0.707133,-0.00247788,0.00227875,7.78065e-07,-9.15871e-07,6.06314e-06
-3.69477e+06,-698288,5.63496e+06,-6428.28,509.307,-4143.97,0.707072,0.707133,-0.00247813,0.00227893,7.77973e-07,-9.1589e-07,6.06234e-06
-3.69541e+06,-698237,5.63454e+06,-6427.81,509.396,-4144.7,0.707072,0.707133,-0.00247837,0.00227912,7.7788e-07,-9.15908e-07,6.06154e-06
-3.69605e+06,-698186,5.63413e+06,-6427.34,509.486,-4145.42,0.707072,0.707133,-0.00247862,0.0022793,7.77787e-07,-9.15927e-07,6.06074e-06
-3.69669e+06,-698135,5.63372e+06,-6426.87,509.575,-4146.14,0.707072,0.707134,-0.00247887,0.00227948,7.77695e-07,-9.15946e-07,6.05994e-06
-3.69734e+06,-698084,5.6333e+06,-6426.39,509.664,-4146.86,0.707072,0.707134,-0.00247911,0.00227966,7.77602e-07,-9.15964e-07,6.05914e-06
-3.69798e+06,-698033,5.63289e+06,-6425.92,509.753,-4147.58,0.707072,0.707134,-0.00247936,0.00227984,7.77509e-07,-9.15983e-07,6.05834e-06
-3.69862e+06,-697982,5.63247e+06,-6425.45,509.842,-4148.3,0.707072,0.707134,-0.0024796,0.00228003,7.77417e-07,-9.16002e-07,6.05754e-06
-3.69927e+06,-697931,5.63206e+06,-6424.98,509.932,-4149.03,0.707072,0.707134,-0.00247985,0.00228021,7.77324e-07,-9.1602e-07,6.05674e-06
-3.69991e+06,-697880,5.63164e+06,-6424.5,510.021,-4149.75,0.707072,0.707134,-0.0024801,0.00228039,7.77232e-07,-9.16039e-07,6.05593e-06
-3.70055e+06,-697829,5.63123e+06,-6424.03,510.11,-4150.47,0.707072,0.707134,-0.00248034,0.00228057,7.77139e-07,-9.16057e-07,6.05513e-06
-3.70119e+06,-697778,5.63081e+06,-6423.56,510.199,-4151.19,0.707072,0.707134,-0.00248059,0.00228075,7.77047e-07,-9.16076e-07,6.05433e-06
-3.70183e+06,-697727,5.6304e+06,-6423.09,510.288,-4151.91,0.707072,0.707134,-0.00248084,0.00228093,7.76955e-07,-9.16094e-07,6.05353e-06
-3.70248e+06,-697676,5.62998e+06,-6422.61,510.377,-4152.63,0.707072,0.707134,-0.00248108,0.00228112,7.76862e-07,-9.16113e-07,6.05273e-06
-3.70312e+06,-697625,5.62957e+06,-6422.14,510.466,-4153.36,0.707072,0.707134,-0.00248133,0.0022813,7.7677e-07,-9.16131e-07,6.05193e-06
-3.70376e+06,-697574,5.62915e+06,-6421.67,510.556,-4154.08,0.707072,0.707134,-0.00248158,0.00228148,7.76677e-07,-9.1615e-07,6.05113e-06
-3.7044e+06,-697523,5.62873e+06,-6421.19,510.645,-4154.8,0.707072,0.707134,-0.00248182,0.00228166,7.76585e-07,-9.16168e-07,6.05033e-06
-3.70505e+06,-697472,5.62832e+06,-6420.72,510.734,-4155.52,0.707072,0.707134,-0.00248207,0.00228184,7.76493e-07,-9.16187e-07,6.04952e-06
