pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,q_w,q_x,q_y,q_z,wx,wy,wz
5.91502e+06,-403929,3.27045e+06,-3735.84,-821.903,6652.73,0.746966,0.66486,3.08833e-05,-0.00200338,0.000699596,1.232e-05,-8.63864e-06
5.91464e+06,-404011,3.27111e+06,-3736.6,-821.851,6652.31,0.746942,0.664886,3.15604e-05,-0.0020033,0.000699173,1.23183e-05,-8.63131e-06
5.91427e+06,-404093,3.27178e+06,-3737.36,-821.799,6651.89,0.746919,0.664912,3.22372e-05,-0.00200321,0.000698751,1.23165e-05,-8.62397e-06
5.91389e+06,-404176,3.27244e+06,-3738.11,-821.747,6651.47,0.746896,0.664938,3.29138e-05,-0.00200312,0.000698329,1.23147e-05,-8.61664e-06
5.91352e+06,-404258,3.27311e+06,-3738.87,-821.695,6651.05,0.746873,0.664964,3.359e-05,-0.00200304,0.000697908,1.2313e-05,-8.60932e-06
5.91315e+06,-404340,3.27377e+06,-3739.63,-821.643,6650.63,0.74685,0.66499,3.42661e-05,-0.00200295,0.000697487,1.23112e-05,-8.60199e-06
5.91277e+06,-404422,3.27444e+06,-3740.39,-821.592,6650.2,0.746826,0.665016,3.49418e-05,-0.00200286,0.000697066,1.23094e-05,-8.59466e-06
5.9124e+06,-404504,3.2751e+06,-3741.15,-821.54,6649.78,0.746803,0.665042,3.56173e-05,-0.00200278,0.000696645,1.23077e-05,-8.58734e-06
5.91202e+06,-404586,3.27577e+06,-3741.91,-821.488,6649.36,0.74678,0.665068,3.62925e-05,-0.00200269,0.000696224,1.23059e-05,-8.58001e-06
5.91165e+06,-404669,3.27643e+06,-3742.67,-821.436,6648.94,0.746757,0.665094,3.69675e-05,-0.0020026,0.000695804,1.23041e-05,-8.57269e-06
5.91128e+06,-404751,3.2771e+06,-3743.43,-821.384,6648.52,0.746734,0.66512,3.76422e-05,-0.00200251,0.000695384,1.23023e-05,-8.56537e-06
5.9109e+06,-404833,3.27776e+06,-3744.19,-821.332,6648.1,0.746711,0.665146,3.83166e-05,-0.00200242,0.000694964,1.23005e-05,-8.55805e-06
5.91053e+06,-404915,3.27843e+06,-3744.95,-821.28,6647.67,0.746688,0.665172,3.89907e-05,-0.00200234,0.000694545,1.22987e-05,-8.55073e-06
5.91015e+06,-404997,3.27909e+06,-3745.7,-821.228,6647.25,0.746664,0.665198,3.96646e-05,-0.00200225,0.000694125,1.22969e-05,-8.54342e-06
5.90978e+06,-405079,3.27976e+06,-3746.46,-821.176,6646.83,0.746641,0.665224,4.03382e-05,-0.00200216,0.000693706,1.22952e-05,-8.5361e-06
5.9094e+06,-405161,3.28042e+06,-3747.22,-821.124,6646.41,0.746618,0.66525,4.10116e-05,-0.00200207,0.000693288,1.22934e-05,-8.52879e-06
5.90903e+06,-405243,3.28108e+06,-3747.98,-821.072,6645.98,0.746595,0.665275,4.16847e-05,-0.00200198,0.000692869,1.22916e-05,-8.52148e-06
5.90865e+06,-405326,3.28175e+06,-3748.74,-821.02,6645.56,0.746572,0.665301,4.23575e-05,-0.00200189,0.000692451,1.22898e-05,-8.51417e-06
5.90828e+06,-405408,3.28241e+06,-3749.5,-820.968,6645.14,0.746549,0.665327,4.303e-05,-0.0020018,0.000692033,1.2288e-05,-8.50686e-06
5.9079e+06,-405490,3.28308e+06,-3750.26,-820.916,6644.72,0.746526,0.665353,4.37023e-05,-0.00200171,0.000691615,1.22862e-05,-8.49955e-06
5.90753e+06,-405572,3.28374e+06,-3751.01,-820.864,6644.29,0.746503,0.665379,4.43743e-05,-0.00200162,0.000691197,1.22844e-05,-8.49224e-06
5.90715e+06,-405654,3.28441e+06,-3751.77,-820.812,6643.87,0.74648,0.665405,4.5046e-05,-0.00200153,0.00069078,1.22825e-05,-8.48494e-06
5.90678e+06,-405736,3.28507e+06,-3752.53,-820.759,6643.45,0.746457,0.66543,4.57175e-05,-0.00200144,0.000690363,1.22807e-05,-8.47763e-06
5.9064e+06,-405818,3.28574e+06,-3753.29,-820.707,6643.03,0.746434,0.665456,4.63887e-05,-0.00200135,0.000689946,1.22789e-05,-8.47033e-06
5.90603e+06,-405900,3.2864e+06,-3754.05,-820.655,6642.6,0.746411,0.665482,4.70596e-05,-0.00200126,0.00068953,1.22771e-05,-8.46303e-06
5.90565e+06,-405982,3.28706e+06,-3754.8,-820.603,6642.18,0.746388,0.665508,4.77303e-05,-0.00200117,0.000689114,1.22753e-05,-8.45573e-06
5.90528e+06,-406064,3.28773e+06,-3755.56,-820.551,6641.76,0.746365,0.665533,4.84006e-05,-0.00200108,0.000688698,1.22735e-05,-8.44843e-06
5.9049e+06,-406146,3.28839e+06,-3756.32,-820.499,6641.33,0.746343,0.665559,4.90708e-05,-0.00200099,0.000688282,1.22717e-05,-8.44113e-06
5.90453e+06,-406228,3.28906e+06,-3757.08,-820.447,6640.91,0.74632,0.665585,4.97406e-05,-0.00200089,0.000687866,1.22698e-05,-8.43384e-06
5.90415e+06,-406310,3.28972e+06,-3757.84,-820.395,6640.49,0.746297,0.66561,5.04102e-05,-0.0020008,0.000687451,1.2268e-05,-8.42654e-06
5.90377e+06,-406392,3.29039e+06,-3758.59,-820.342,6640.06,0.746274,0.665636,5.10795e-05,-0.00200071,0.000687036,1.22662e-05,-8.41925e-06
5.9034e+06,-406474,3.29105e+06,-3759.35,-820.29,6639.64,0.746251,0.665662,5.17485e-05,-0.00200062,0.000686621,1.22643e-05,-8.41196e-06
5.90302e+06,-406556,3.29171e+06,-3760.11,-820.238,6639.22,0.746228,0.665687,5.24173e-05,-0.00200052,0.000686207,1.22625e-05,-8.40467e-06
5.90265e+06,-406639,3.29238e+06,-3760.87,-820.186,6638.79,0.746205,0.665713,5.30858e-05,-0.00200043,0.000685793,1.22607e-05,-8.39738e-06
5.90227e+06,-406721,3.29304e+06,-3761.63,-820.134,6638.37,0.746183,0.665738,5.37541e-05,-0.00200034,0.000685378,1.22588e-05,-8.39009e-06
5.90189e+06,-406803,3.2937e+06,-3762.38,-820.081,6637.94,0.74616,0.665764,5.4422e-05,-0.00200025,0.000684965,1.2257e-05,-8.38281e-06
5.90152e+06,-406885,3.29437e+06,-3763.14,-820.029,6637.52,0.746137,0.66579,5.50897e-05,-0.00200015,0.000684551,1.22552e-05,-8.37552e-06
5.90114e+06,-406967,3.29503e+06,-3763.9,-819.977,6637.1,0.746114,0.665815,5.57571e-05,-0.00200006,0.000684138,1.22533e-05,-8.36824e-06
5.90076e+06,-407049,3.2957e+06,-3764.66,-819.925,6636.67,0.746091,0.665841,5.64243e-05,-0.00199996,0.000683725,1.22515e-05,-8.36096e-06
5.90039e+06,-407131,3.29636e+06,-3765.41,-819.873,6636.25,0.746069,0.665866,5.70912e-05,-0.00199987,0.000683312,1.22496e-05,-8.35368e-06
5.90001e+06,-407213,3.29702e+06,-3766.17,-819.82,6635.82,0.746046,0.665892,5.77578e-05,-0.00199978,0.0006829,1.22478e-05,-8.3464e-06
5.89963e+06,-407294,3.29769e+06,-3766.93,-819.768,6635.4,0.746023,0.665917,5.84241e-05,-0.00199968,0.000682487,1.22459e-05,-8.33912e-06
5.89926e+06,-407376,3.29835e+06,-3767.69,-819.716,6634.97,0.746,0.665942,5.90902e-05,-0.00199959,0.000682075,1.22441e-05,-8.33185e-06
5.89888e+06,-407458,3.29901e+06,-3768.44,-819.663,6634.55,0.745978,0.665968,5.9756e-05,-0.00199949,0.000681664,1.22422e-05,-8.32457e-06
5.8985e+06,-407540,3.29968e+06,-3769.2,-819.611,6634.12,0.745955,0.665993,6.04215e-05,-0.0019994,0.000681252,1.22404e-05,-8.3173e-06
5.89813e+06,-407622,3.30034e+06,-3769.96,-819.559,6633.7,0.745932,0.666019,6.10868e-05,-0.0019993,0.000680841,1.22385e-05,-8.31003e-06
5.89775e+06,-407704,3.301e+06,-3770.71,-819.506,6633.27,0.74591,0.666044,6.17518e-05,-0.0019992,0.00068043,1.22366e-05,-8.30276e-06
5.89737e+06,-407786,3.30167e+06,-3771.47,-819.454,6632.85,0.745887,0.666069,6.24165e-05,-0.00199911,0.000680019,1.22348e-05,-8.29549e-06
5.897e+06,-407868,3.30233e+06,-3772.23,-819.402,6632.42,0.745864,0.666095,6.3081e-05,-0.00199901,0.000679608,1.22329e-05,-8.28822e-06
5.89662e+06,-407950,3.30299e+06,-3772.99,-819.349,6632,0.745842,0.66612,6.37451e-05,-0.00199892,0.000679198,1.22311e-05,-8.28095e-06
5.89624e+06,-408032,3.30366e+06,-3773.74,-819.297,6631.57,0.745819,0.666146,6.4409e-05,-0.00199882,0.000678788,1.22292e-05,-8.27369e-06
5.89586e+06,-408114,3.30432e+06,-3774.5,-819.245,6631.15,0.745797,0.666171,6.50727e-05,-0.00199872,0.000678378,1.22273e-05,-8.26643e-06
5.89549e+06,-408196,3.30498e+06,-3775.26,-819.192,6630.72,0.745774,0.666196,6.5736e-05,-0.00199863,0.000677969,1.22254e-05,-8.25916e-06
5.89511e+06,-408278,3.30565e+06,-3776.01,-819.14,6630.3,0.745751,0.666221,6.63991e-05,-0.00199853,0.000677559,1.22236e-05,-8.2519e-06
5.89473e+06,-408360,3.30631e+06,-3776.77,-819.087,6629.87,0.745729,0.666247,6.7062e-05,-0.00199843,0.00067715,1.22217e-05,-8.24465e-06
5.89435e+06,-408442,3.30697e+06,-3777.53,-819.035,6629.45,0.745706,0.666272,6.77245e-05,-0.00199833,0.000676742,1.22198e-05,-8.23739e-06
5.89398e+06,-408524,3.30763e+06,-3778.28,-818.983,6629.02,0.745684,0.666297,6.83868e-05,-0.00199824,0.000676333,1.22179e-05,-8.23013e-06
5.8936e+06,-408605,3.3083e+06,-3779.04,-818.93,6628.59,0.745661,0.666322,6.90488e-05,-0.00199814,0.000675925,1.2216e-05,-8.22288e-06
5.89322e+06,-408687,3.30896e+06,-3779.8,-818.878,6628.17,0.745639,0.666348,6.97106e-05,-0.00199804,0.000675517,1.22141e-05,-8.21562e-06
5.89284e+06,-408769,3.30962e+06,-3780.55,-818.825,6627.74,0.745616,0.666373,7.0372e-05,-0.00199794,0.000675109,1.22123e-05,-8.20837e-06
5.89246e+06,-408851,3.31029e+06,-3781.31,-818.773,6627.32,0.745594,0.666398,7.10332e-05,-0.00199784,0.000674701,1.22104e-05,-8.20112e-06
5.89209e+06,-408933,3.31095e+06,-3782.07,-818.72,6626.89,0.745571,0.666423,7.16941e-05,-0.00199774,0.000674294,1.22085e-05,-8.19387e-06
5.89171e+06,-409015,3.31161e+06,-3782.82,-818.668,6626.46,0.745549,0.666448,7.23548e-05,-0.00199765,0.000673887,1.22066e-05,-8.18663e-06
5.89133e+06,-409097,3.31227e+06,-3783.58,-818.615,6626.04,0.745526,0.666473,7.30152e-05,-0.00199755,0.00067348,1.22047e-05,-8.17938e-06
5.89095e+06,-409179,3.31294e+06,-3784.33,-818.563,6625.61,0.745504,0.666498,7.36753e-05,-0.00199745,0.000673073,1.22028e-05,-8.17214e-06
5.89057e+06,-409260,3.3136e+06,-3785.09,-818.51,6625.18,0.745481,0.666523,7.43351e-05,-0.00199735,0.000672667,1.22009e-05,-8.16489e-06
5.89019e+06,-409342,3.31426e+06,-3785.85,-818.458,6624.76,0.745459,0.666548,7.49947e-05,-0.00199725,0.000672261,1.2199e-05,-8.15765e-06
5.88981e+06,-409424,3.31492e+06,-3786.6,-818.405,6624.33,0.745437,0.666574,7.5654e-05,-0.00199715,0.000671855,1.21971e-05,-8.15041e-06
5.88944e+06,-409506,3.31559e+06,-3787.36,-818.352,6623.9,0.745414,0.666599,7.6313e-05,-0.00199705,0.000671449,1.21952e-05,-8.14317e-06
5.88906e+06,-409588,3.31625e+06,-3788.11,-818.3,6623.48,0.745392,0.666624,7.69718e-05,-0.00199695,0.000671044,1.21933e-05,-8.13594e-06
5.88868e+06,-409670,3.31691e+06,-3788.87,-818.247,6623.05,0.745369,0.666649,7.76303e-05,-0.00199685,0.000670639,1.21914e-05,-8.1287e-06
5.8883e+06,-409751,3.31757e+06,-3789.63,-818.195,6622.62,0.745347,0.666674,7.82885e-05,-0.00199674,0.000670234,1.21894e-05,-8.12147e-06
5.88792e+06,-409833,3.31824e+06,-3790.38,-818.142,6622.2,0.745325,0.666699,7.89464e-05,-0.00199664,0.000669829,1.21875e-05,-8.11423e-06
5.88754e+06,-409915,3.3189e+06,-3791.14,-818.089,6621.77,0.745302,0.666724,7.96041e-05,-0.00199654,0.000669425,1.21856e-05,-8.107e-06
5.88716e+06,-409997,3.31956e+06,-3791.89,-818.037,6621.34,0.74528,0.666748,8.02615e-05,-0.00199644,0.000669021,1.21837e-05,-8.09977e-06
5.88678e+06,-410079,3.32022e+06,-3792.65,-817.984,6620.91,0.745258,0.666773,8.09186e-05,-0.00199634,0.000668617,1.21818e-05,-8.09254e-06
5.8864e+06,-410160,3.32088e+06,-3793.41,-817.932,6620.49,0.745236,0.666798,8.15754e-05,-0.00199624,0.000668213,1.21798e-05,-8.08532e-06
5.88602e+06,-410242,3.32155e+06,-3794.16,-817.879,6620.06,0.745213,0.666823,8.2232e-05,-0.00199613,0.00066781,1.21779e-05,-8.07809e-06
5.88565e+06,-410324,3.32221e+06,-3794.92,-817.826,6619.63,0.745191,0.666848,8.28883e-05,-0.00199603,0.000667407,1.2176e-05,-8.07087e-06
5.88527e+06,-410406,3.32287e+06,-3795.67,-817.774,6619.2,0.745169,0.666873,8.35443e-05,-0.00199593,0.000667004,1.21741e-05,-8.06364e-06
5.88489e+06,-410488,3.32353e+06,-3796.43,-817.721,6618.78,0.745147,0.666898,8.42001e-05,-0.00199583,0.000666601,1.21721e-05,-8.05642e-06
5.88451e+06,-410569,3.32419e+06,-3797.18,-817.668,6618.35,0.745124,0.666923,8.48556e-05,-0.00199572,0.000666198,1.21702e-05,-8.0492e-06
5.88413e+06,-410651,3.32486e+06,-3797.94,-817.615,6617.92,0.745102,0.666947,8.55108e-05,-0.00199562,0.000665796,1.21683e-05,-8.04198e-06
5.88375e+06,-410733,3.32552e+06,-3798.69,-817.563,6617.49,0.74508,0.666972,8.61657e-05,-0.00199552,0.000665394,1.21663e-05,-8.03477e-06
5.88337e+06,-410815,3.32618e+06,-3799.45,-817.51,6617.06,0.745058,0.666997,8.68204e-05,-0.00199541,0.000664993,1.21644e-05,-8.02755e-06
5.88299e+06,-410896,3.32684e+06,-3800.2,-817.457,6616.64,0.745036,0.667022,8.74748e-05,-0.00199531,0.000664591,1.21624e-05,-8.02034e-06
5.88261e+06,-410978,3.3275e+06,-3800.96,-817.405,6616.21,0.745013,0.667046,8.81289e-05,-0.00199521,0.00066419,1.21605e-05,-8.01312e-06
5.88223e+06,-411060,3.32816e+06,-3801.71,-817.352,6615.78,0.744991,0.667071,8.87827e-05,-0.0019951,0.000663789,1.21586e-05,-8.00591e-06
5.88185e+06,-411142,3.32883e+06,-3802.47,-817.299,6615.35,0.744969,0.667096,8.94363e-05,-0.001995,0.000663388,1.21566e-05,-7.9987e-06
5.88147e+06,-411223,3.32949e+06,-3803.22,-817.246,6614.92,0.744947,0.667121,9.00896e-05,-0.00199489,0.000662988,1.21547e-05,-7.9915e-06
5.88109e+06,-411305,3.33015e+06,-3803.98,-817.193,6614.49,0.744925,0.667145,9.07426e-05,-0.00199479,0.000662587,1.21527e-05,-7.98429e-06
5.88071e+06,-411387,3.33081e+06,-3804.73,-817.141,6614.06,0.744903,0.66717,9.13954e-05,-0.00199468,0.000662187,1.21507e-05,-7.97708e-06
5.88032e+06,-411468,3.33147e+06,-3805.49,-817.088,6613.64,0.744881,0.667195,9.20479e-05,-0.00199458,0.000661787,1.21488e-05,-7.96988e-06
5.87994e+06,-411550,3.33213e+06,-3806.24,-817.035,6613.21,0.744859,0.667219,9.27001e-05,-0.00199447,0.000661388,1.21468e-05,-7.96268e-06
5.87956e+06,-411632,3.33279e+06,-3807,-816.982,6612.78,0.744837,0.667244,9.3352e-05,-0.00199437,0.000660989,1.21449e-05,-7.95548e-06
5.87918e+06,-411714,3.33346e+06,-3807.75,-816.929,6612.35,0.744815,0.667269,9.40037e-05,-0.00199426,0.000660589,1.21429e-05,-7.94828e-06
5.8788e+06,-411795,3.33412e+06,-3808.51,-816.876,6611.92,0.744793,0.667293,9.46551e-05,-0.00199415,0.000660191,1.2141e-05,-7.94108e-06
5.87842e+06,-411877,3.33478e+06,-3809.26,-816.824,6611.49,0.74477,0.667318,9.53062e-05,-0.00199405,0.000659792,1.2139e-05,-7.93388e-06
5.87804e+06,-411959,3.33544e+06,-3810.02,-816.771,6611.06,0.744748,0.667342,9.5957e-05,-0.00199394,0.000659394,1.2137e-05,-7.92669e-06
5.87766e+06,-412040,3.3361e+06,-3810.77,-816.718,6610.63,0.744726,0.667367,9.66076e-05,-0.00199383,0.000658996,1.2135e-05,-7.9195e-06
5.87728e+06,-412122,3.33676e+06,-3811.53,-816.665,6610.2,0.744705,0.667391,9.72579e-05,-0.00199373,0.000658598,1.21331e-05,-7.9123e-06
5.8769e+06,-412204,3.33742e+06,-3812.28,-816.612,6609.77,0.744683,0.667416,9.79079e-05,-0.00199362,0.0006582,1.21311e-05,-7.90511e-06
5.87652e+06,-412285,3.33808e+06,-3813.03,-816.559,6609.34,0.744661,0.66744,9.85576e-05,-0.00199351,0.000657803,1.21291e-05,-7.89792e-06
5.87613e+06,-412367,3.33874e+06,-3813.79,-816.506,6608.91,0.744639,0.667465,9.92071e-05,-0.00199341,0.000657405,1.21272e-05,-7.89074e-06
5.87575e+06,-412449,3.33941e+06,-3814.54,-816.453,6608.48,0.744617,0.667489,9.98563e-05,-0.0019933,0.000657009,1.21252e-05,-7.88355e-06
5.87537e+06,-412530,3.34007e+06,-3815.3,-816.4,6608.05,0.744595,0.667514,0.000100505,-0.00199319,0.000656612,1.21232e-05,-7.87637e-06
5.87499e+06,-412612,3.34073e+06,-3816.05,-816.347,6607.62,0.744573,0.667538,0.000101154,-0.00199308,0.000656215,1.21212e-05,-7.86918e-06
5.87461e+06,-412694,3.34139e+06,-3816.81,-816.294,6607.19,0.744551,0.667563,0.000101802,-0.00199297,0.000655819,1.21192e-05,-7.862e-06
5.87423e+06,-412775,3.34205e+06,-3817.56,-816.241,6606.76,0.744529,0.667587,0.00010245,-0.00199286,0.000655423,1.21172e-05,-7.85482e-06
5.87384e+06,-412857,3.34271e+06,-3818.31,-816.188,6606.33,0.744507,0.667611,0.000103098,-0.00199276,0.000655027,1.21152e-05,-7.84764e-06
5.87346e+06,-412938,3.34337e+06,-3819.07,-816.135,6605.9,0.744485,0.667636,0.000103746,-0.00199265,0.000654632,1.21133e-05,-7.84047e-06
5.87308e+06,-413020,3.34403e+06,-3819.82,-816.082,6605.47,0.744463,0.66766,0.000104393,-0.00199254,0.000654237,1.21113e-05,-7.83329e-06
5.8727e+06,-413102,3.34469e+06,-3820.58,-816.029,6605.04,0.744442,0.667685,0.00010504,-0.00199243,0.000653842,1.21093e-05,-7.82612e-06
5.87232e+06,-413183,3.34535e+06,-3821.33,-815.976,6604.61,0.74442,0.667709,0.000105687,-0.00199232,0.000653447,1.21073e-05,-7.81894e-06
5.87193e+06,-413265,3.34601e+06,-3822.08,-815.923,6604.18,0.744398,0.667733,0.000106333,-0.00199221,0.000653052,1.21053e-05,-7.81177e-06
5.87155e+06,-413346,3.34667e+06,-3822.84,-815.87,6603.75,0.744376,0.667757,0.000106979,-0.0019921,0.000652658,1.21033e-05,-7.8046e-06
5.87117e+06,-413428,3.34733e+06,-3823.59,-815.817,6603.32,0.744354,0.667782,0.000107625,-0.00199199,0.000652264,1.21013e-05,-7.79743e-06
5.87079e+06,-413510,3.34799e+06,-3824.34,-815.764,6602.89,0.744333,0.667806,0.000108271,-0.00199188,0.00065187,1.20993e-05,-7.79027e-06
5.87041e+06,-413591,3.34865e+06,-3825.1,-815.711,6602.46,0.744311,0.66783,0.000108916,-0.00199177,0.000651477,1.20973e-05,-7.7831e-06
5.87002e+06,-413673,3.34931e+06,-3825.85,-815.658,6602.02,0.744289,0.667855,0.000109561,-0.00199166,0.000651083,1.20953e-05,-7.77594e-06
5.86964e+06,-413754,3.34997e+06,-3826.6,-815.605,6601.59,0.744267,0.667879,0.000110206,-0.00199155,0.00065069,1.20932e-05,-7.76878e-06
5.86926e+06,-413836,3.35063e+06,-3827.36,-815.552,6601.16,0.744246,0.667903,0.000110851,-0.00199143,0.000650297,1.20912e-05,-7.76162e-06
5.86887e+06,-413917,3.35129e+06,-3828.11,-815.499,6600.73,0.744224,0.667927,0.000111495,-0.00199132,0.000649905,1.20892e-05,-7.75446e-06
5.86849e+06,-413999,3.35195e+06,-3828.87,-815.445,6600.3,0.744202,0.667951,0.000112139,-0.00199121,0.000649512,1.20872e-05,-7.7473e-06
5.86811e+06,-414080,3.35261e+06,-3829.62,-815.392,6599.87,0.744181,0.667975,0.000112783,-0.0019911,0.00064912,1.20852e-05,-7.74014e-06
5.86773e+06,-414162,3.35327e+06,-3830.37,-815.339,6599.44,0.744159,0.668,0.000113426,-0.00199099,0.000648728,1.20832e-05,-7.73299e-06
5.86734e+06,-414244,3.35393e+06,-3831.12,-815.286,6599,0.744137,0.668024,0.000114069,-0.00199087,0.000648336,1.20811e-05,-7.72584e-06
5.86696e+06,-414325,3.35459e+06,-3831.88,-815.233,6598.57,0.744116,0.668048,0.000114712,-0.00199076,0.000647945,1.20791e-05,-7.71868e-06
5.86658e+06,-414407,3.35525e+06,-3832.63,-815.18,6598.14,0.744094,0.668072,0.000115355,-0.00199065,0.000647554,1.20771e-05,-7.71153e-06
5.86619e+06,-414488,3.35591e+06,-3833.38,-815.126,6597.71,0.744072,0.668096,0.000115997,-0.00199054,0.000647163,1.20751e-05,-7.70439e-06
5.86581e+06,-414570,3.35657e+06,-3834.14,-815.073,6597.28,0.744051,0.66812,0.000116639,-0.00199042,0.000646772,1.2073e-05,-7.69724e-06
5.86543e+06,-414651,3.35723e+06,-3834.89,-815.02,6596.84,0.744029,0.668144,0.000117281,-0.00199031,0.000646381,1.2071e-05,-7.69009e-06
5.86504e+06,-414733,3.35789e+06,-3835.64,-814.967,6596.41,0.744008,0.668168,0.000117922,-0.0019902,0.000645991,1.2069e-05,-7.68295e-06
5.86466e+06,-414814,3.35855e+06,-3836.4,-814.913,6595.98,0.743986,0.668192,0.000118564,-0.00199008,0.000645601,1.20669e-05,-7.67581e-06
5.86428e+06,-414896,3.35921e+06,-3837.15,-814.86,6595.55,0.743964,0.668216,0.000119204,-0.00198997,0.000645211,1.20649e-05,-7.66867e-06
5.86389e+06,-414977,3.35987e+06,-3837.9,-814.807,6595.11,0.743943,0.66824,0.000119845,-0.00198985,0.000644822,1.20629e-05,-7.66153e-06
5.86351e+06,-415059,3.36053e+06,-3838.65,-814.754,6594.68,0.743921,0.668264,0.000120486,-0.00198974,0.000644432,1.20608e-05,-7.65439e-06
5.86312e+06,-415140,3.36119e+06,-3839.41,-814.7,6594.25,0.7439,0.668288,0.000121126,-0.00198963,0.000644043,1.20588e-05,-7.64725e-06
5.86274e+06,-415221,3.36185e+06,-3840.16,-814.647,6593.82,0.743878,0.668312,0.000121766,-0.00198951,0.000643654,1.20567e-05,-7.64012e-06
5.86236e+06,-415303,3.36251e+06,-3840.91,-814.594,6593.38,0.743857,0.668336,0.000122405,-0.0019894,0.000643266,1.20547e-05,-7.63298e-06
5.86197e+06,-415384,3.36317e+06,-3841.66,-814.54,6592.95,0.743835,0.66836,0.000123044,-0.00198928,0.000642877,1.20526e-05,-7.62585e-06
5.86159e+06,-415466,3.36383e+06,-3842.42,-814.487,6592.52,0.743814,0.668384,0.000123683,-0.00198917,0.000642489,1.20506e-05,-7.61872e-06
5.8612e+06,-415547,3.36449e+06,-3843.17,-814.434,6592.09,0.743792,0.668408,0.000124322,-0.00198905,0.000642101,1.20485e-05,-7.61159e-06
5.86082e+06,-415629,3.36515e+06,-3843.92,-814.38,6591.65,0.743771,0.668432,0.000124961,-0.00198893,0.000641714,1.20465e-05,-7.60447e-06
5.86043e+06,-415710,3.3658e+06,-3844.67,-814.327,6591.22,0.743749,0.668456,0.000125599,-0.00198882,0.000641326,1.20444e-05,-7.59734e-06
5.86005e+06,-415792,3.36646e+06,-3845.43,-814.274,6590.79,0.743728,0.668479,0.000126237,-0.0019887,0.000640939,1.20424e-05,-7.59022e-06
5.85967e+06,-415873,3.36712e+06,-3846.18,-814.22,6590.35,0.743707,0.668503,0.000126874,-0.00198859,0.000640552,1.20403e-05,-7.58309e-06
5.85928e+06,-415954,3.36778e+06,-3846.93,-814.167,6589.92,0.743685,0.668527,0.000127512,-0.00198847,0.000640165,1.20383e-05,-7.57597e-06
5.8589e+06,-416036,3.36844e+06,-3847.68,-814.114,6589.48,0.743664,0.668551,0.000128149,-0.00198835,0.000639779,1.20362e-05,-7.56885e-06
5.85851e+06,-416117,3.3691e+06,-3848.43,-814.06,6589.05,0.743642,0.668575,0.000128786,-0.00198824,0.000639392,1.20341e-05,-7.56173e-06
5.85813e+06,-416199,3.36976e+06,-3849.19,-814.007,6588.62,0.743621,0.668598,0.000129422,-0.00198812,0.000639006,1.20321e-05,-7.55462e-06
5.85774e+06,-416280,3.37042e+06,-3849.94,-813.953,6588.18,0.7436,0.668622,0.000130058,-0.001988,0.00063862,1.203e-05,-7.5475e-06
5.85736e+06,-416361,3.37108e+06,-3850.69,-813.9,6587.75,0.743578,0.668646,0.000130694,-0.00198788,0.000638235,1.20279e-05,-7.54039e-06
5.85697e+06,-416443,3.37173e+06,-3851.44,-813.846,6587.32,0.743557,0.66867,0.00013133,-0.00198777,0.000637849,1.20258e-05,-7.53328e-06
5.85659e+06,-416524,3.37239e+06,-3852.19,-813.793,6586.88,0.743536,0.668693,0.000131966,-0.00198765,0.000637464,1.20238e-05,-7.52616e-06
5.8562e+06,-416606,3.37305e+06,-3852.95,-813.74,6586.45,0.743514,0.668717,0.000132601,-0.00198753,0.000637079,1.20217e-05,-7.51906e-06
5.85582e+06,-416687,3.37371e+06,-3853.7,-813.686,6586.01,0.743493,0.668741,0.000133236,-0.00198741,0.000636695,1.20196e-05,-7.51195e-06
5.85543e+06,-416768,3.37437e+06,-3854.45,-813.633,6585.58,0.743472,0.668764,0.00013387,-0.00198729,0.00063631,1.20175e-05,-7.50484e-06
5.85504e+06,-416850,3.37503e+06,-3855.2,-813.579,6585.14,0.743451,0.668788,0.000134504,-0.00198718,0.000635926,1.20155e-05,-7.49774e-06
5.85466e+06,-416931,3.37569e+06,-3855.95,-813.526,6584.71,0.743429,0.668812,0.000135138,-0.00198706,0.000635542,1.20134e-05,-7.49064e-06
5.85427e+06,-417012,3.37634e+06,-3856.7,-813.472,6584.28,0.743408,0.668835,0.000135772,-0.00198694,0.000635158,1.20113e-05,-7.48353e-06
5.85389e+06,-417094,3.377e+06,-3857.45,-813.418,6583.84,0.743387,0.668859,0.000136406,-0.00198682,0.000634775,1.20092e-05,-7.47643e-06
5.8535e+06,-417175,3.37766e+06,-3858.21,-813.365,6583.41,0.743366,0.668882,0.000137039,-0.0019867,0.000634391,1.20071e-05,-7.46934e-06
5.85312e+06,-417256,3.37832e+06,-3858.96,-813.311,6582.97,0.743344,0.668906,0.000137672,-0.00198658,0.000634008,1.2005e-05,-7.46224e-06
5.85273e+06,-417338,3.37898e+06,-3859.71,-813.258,6582.54,0.743323,0.66893,0.000138305,-0.00198646,0.000633625,1.20029e-05,-7.45514e-06
5.85234e+06,-417419,3.37964e+06,-3860.46,-813.204,6582.1,0.743302,0.668953,0.000138937,-0.00198634,0.000633243,1.20008e-05,-7.44805e-06
5.85196e+06,-417500,3.38029e+06,-3861.21,-813.151,6581.67,0.743281,0.668977,0.000139569,-0.00198622,0.000632861,1.19987e-05,-7.44096e-06
