a,e,i,RAAN,argp,nu
6.77795e+06,0.00097523,1.69367,3.07557e-07,0.197266,6.22388
6.77795e+06,0.000975171,1.69367,3.08638e-07,0.197428,6.22383
6.77794e+06,0.000975111,1.69367,3.08997e-07,0.19759,6.22379
6.77794e+06,0.000975052,1.69367,3.10073e-07,0.197752,6.22374
6.77794e+06,0.000974992,1.69367,3.10431e-07,0.197914,6.22369
6.77794e+06,0.000974932,1.69367,3.11502e-07,0.198076,6.22364
6.77794e+06,0.000974872,1.69367,3.12569e-07,0.198238,6.22359
6.77794e+06,0.000974813,1.69367,3.12924e-07,0.1984,6.22354
6.77794e+06,0.000974753,1.69367,3.13987e-07,0.198562,6.22349
6.77794e+06,0.000974693,1.69367,3.1434e-07,0.198724,6.22344
6.77794e+06,0.000974633,1.69367,3.15398e-07,0.198886,6.2234
6.77794e+06,0.000974573,1.69367,3.16101e-07,0.199048,6.22335
6.77794e+06,0.000974513,1.69367,3.17153e-07,0.19921,6.2233
6.77794e+06,0.000974452,1.69367,3.17503e-07,0.199372,6.22325
6.77794e+06,0.000974392,1.69367,3.1855e-07,0.199534,6.2232
6.77794e+06,0.000974332,1.69367,3.18899e-07,0.199696,6.22315
6.77794e+06,0.000974272,1.69367,3.19941e-07,0.199858,6.2231
6.77794e+06,0.000974211,1.69367,3.20288e-07,0.20002,6.22306
6.77794e+06,0.000974151,1.69367,3.21672e-07,0.200183,6.22301
6.77794e+06,0.00097409,1.69367,3.22361e-07,0.200345,6.22296
6.77794e+06,0.000974029,1.69367,3.23049e-07,0.200507,6.22291
6.77794e+06,0.000973969,1.69367,3.24079e-07,0.200669,6.22286
6.77794e+06,0.000973908,1.69367,3.24421e-07,0.200831,6.22281
6.77794e+06,0.000973847,1.69367,3.25446e-07,0.200993,6.22276
6.77794e+06,0.000973786,1.69367,3.25787e-07,0.201155,6.22271
6.77794e+06,0.000973725,1.69367,3.26808e-07,0.201317,6.22267
6.77793e+06,0.000973664,1.69367,3.27826e-07,0.201479,6.22262
6.77793e+06,0.000973603,1.69367,3.28502e-07,0.201641,6.22257
6.77793e+06,0.000973542,1.69367,3.29515e-07,0.201803,6.22252
6.77793e+06,0.000973481,1.69367,3.29851e-07,0.201965,6.22247
6.77793e+06,0.00097342,1.69367,3.30859e-07,0.202127,6.22242
6.77793e+06,0.000973358,1.69367,3.31865e-07,0.202289,6.22237
6.77793e+06,0.000973297,1.69367,3.32533e-07,0.202451,6.22232
6.77793e+06,0.000973235,1.69367,3.33533e-07,0.202614,6.22228
6.77793e+06,0.000973174,1.69367,3.3453e-07,0.202776,6.22223
6.77793e+06,0.000973112,1.69367,3.34862e-07,0.202938,6.22218
6.77793e+06,0.000973051,1.69367,3.35855e-07,0.2031,6.22213
6.77793e+06,0.000972989,1.69367,3.36516e-07,0.203262,6.22208
6.77793e+06,0.000972927,1.69367,3.37504e-07,0.203424,6.22203
6.77793e+06,0.000972865,1.69367,3.37833e-07,0.203586,6.22198
6.77793e+06,0.000972803,1.69367,3.38817e-07,0.203748,6.22193
6.77793e+06,0.000972742,1.69367,3.39799e-07,0.20391,6.22189
6.77793e+06,0.000972679,1.69367,3.41103e-07,0.204072,6.22184
6.77793e+06,0.000972617,1.69367,3.41428e-07,0.204235,6.22179
6.77793e+06,0.000972555,1.69367,3.42403e-07,0.204397,6.22174
6.77793e+06,0.000972493,1.69367,3.4305e-07,0.204559,6.22169
6.77793e+06,0.000972431,1.69367,3.43697e-07,0.204721,6.22164
6.77793e+06,0.000972368,1.69367,3.44987e-07,0.204883,6.22159
6.77792e+06,0.000972306,1.69367,3.4563e-07,0.205045,6.22154
6.77792e+06,0.000972244,1.69367,3.46272e-07,0.205207,6.2215
6.77792e+06,0.000972181,1.69367,3.46912e-07,0.205369,6.22145
6.77792e+06,0.000972118,1.69367,3.47871e-07,0.205531,6.2214
6.77792e+06,0.000972056,1.69367,3.48827e-07,0.205694,6.22135
6.77792e+06,0.000971993,1.69367,3.49463e-07,0.205856,6.2213
6.77792e+06,0.00097193,1.69367,3.50415e-07,0.206018,6.22125
6.77792e+06,0.000971867,1.69367,3.51364e-07,0.20618,6.2212
6.77792e+06,0.000971805,1.69367,3.51996e-07,0.206342,6.22115
6.77792e+06,0.000971742,1.69367,3.52941e-07,0.206504,6.22111
6.77792e+06,0.000971679,1.69367,3.53569e-07,0.206666,6.22106
6.77792e+06,0.000971615,1.69367,3.5451e-07,0.206829,6.22101
6.77792e+06,0.000971552,1.69367,3.55448e-07,0.206991,6.22096
6.77792e+06,0.000971489,1.69367,3.56072e-07,0.207153,6.22091
6.77792e+06,0.000971426,1.69367,3.57006e-07,0.207315,6.22086
6.77792e+06,0.000971362,1.69367,3.57938e-07,0.207477,6.22081
6.77792e+06,0.000971299,1.69367,3.58558e-07,0.207639,6.22076
6.77792e+06,0.000971236,1.69367,3.59486e-07,0.207801,6.22072
6.77792e+06,0.000971172,1.69367,3.60411e-07,0.207964,6.22067
6.77792e+06,0.000971108,1.69367,3.61027e-07,0.208126,6.22062
6.77792e+06,0.000971045,1.69367,3.61948e-07,0.208288,6.22057
6.77792e+06,0.000970981,1.69367,3.62867e-07,0.20845,6.22052
6.77792e+06,0.000970917,1.69367,3.63478e-07,0.208612,6.22047
6.77791e+06,0.000970853,1.69367,3.64394e-07,0.208774,6.22042
6.77791e+06,0.000970789,1.69367,3.65306e-07,0.208937,6.22037
6.77791e+06,0.000970725,1.69367,3.6652e-07,0.209099,6.22033
6.77791e+06,0.000970661,1.69367,3.67125e-07,0.209261,6.22028
6.77791e+06,0.000970597,1.69367,3.6773e-07,0.209423,6.22023
6.77791e+06,0.000970533,1.69367,3.68333e-07,0.209585,6.22018
6.77791e+06,0.000970469,1.69367,3.69537e-07,0.209747,6.22013
6.77791e+06,0.000970405,1.69367,3.70437e-07,0.20991,6.22008
6.77791e+06,0.00097034,1.69367,3.71335e-07,0.210072,6.22003
6.77791e+06,0.000970276,1.69367,3.71933e-07,0.210234,6.21998
6.77791e+06,0.000970211,1.69367,3.73125e-07,0.210396,6.21993
6.77791e+06,0.000970147,1.69367,3.74016e-07,0.210558,6.21989
6.77791e+06,0.000970082,1.69367,3.74906e-07,0.210721,6.21984
6.77791e+06,0.000970018,1.69367,3.75497e-07,0.210883,6.21979
6.77791e+06,0.000969953,1.69367,3.76678e-07,0.211045,6.21974
6.77791e+06,0.000969888,1.69367,3.77267e-07,0.211207,6.21969
6.77791e+06,0.000969823,1.69367,3.77855e-07,0.211369,6.21964
6.77791e+06,0.000969758,1.69367,3.79029e-07,0.211532,6.21959
6.77791e+06,0.000969693,1.69367,3.79907e-07,0.211694,6.21954
6.77791e+06,0.000969628,1.69367,3.80782e-07,0.211856,6.2195
6.77791e+06,0.000969563,1.69367,3.81947e-07,0.212018,6.21945
6.7779e+06,0.000969498,1.69367,3.82528e-07,0.21218,6.2194
6.7779e+06,0.000969433,1.69367,3.83397e-07,0.212343,6.21935
6.7779e+06,0.000969367,1.69367,3.84265e-07,0.212505,6.2193
6.7779e+06,0.000969302,1.69367,3.84843e-07,0.212667,6.21925
6.7779e+06,0.000969237,1.69367,3.85995e-07,0.212829,6.2192
6.7779e+06,0.000969171,1.69367,3.87144e-07,0.212991,6.21915
6.7779e+06,0.000969106,1.69367,3.88003e-07,0.213154,6.2191
6.7779e+06,0.00096904,1.69367,3.8886e-07,0.213316,6.21906
6.7779e+06,0.000968974,1.69367,3.89431e-07,0.213478,6.21901
6.7779e+06,0.000968909,1.69367,3.9057e-07,0.21364,6.21896
6.7779e+06,0.000968843,1.69367,3.91421e-07,0.213803,6.21891
6.7779e+06,0.000968777,1.69367,3.92271e-07,0.213965,6.21886
6.7779e+06,0.000968711,1.69367,3.93402e-07,0.214127,6.21881
6.7779e+06,0.000968645,1.69367,3.93966e-07,0.214289,6.21876
6.7779e+06,0.000968579,1.69367,3.9481e-07,0.214452,6.21871
6.7779e+06,0.000968513,1.69367,3.95934e-07,0.214614,6.21866
6.7779e+06,0.000968447,1.69367,3.96774e-07,0.214776,6.21862
6.7779e+06,0.00096838,1.69367,3.97892e-07,0.214938,6.21857
6.7779e+06,0.000968314,1.69367,3.98449e-07,0.215101,6.21852
6.7779e+06,0.000968248,1.69367,3.99284e-07,0.215263,6.21847
6.7779e+06,0.000968181,1.69367,4.00395e-07,0.215425,6.21842
6.7779e+06,0.000968115,1.69367,4.01226e-07,0.215587,6.21837
6.77789e+06,0.000968048,1.69367,4.02331e-07,0.21575,6.21832
6.77789e+06,0.000967982,1.69367,4.03434e-07,0.215912,6.21827
6.77789e+06,0.000967915,1.69367,4.03984e-07,0.216074,6.21822
6.77789e+06,0.000967848,1.69367,4.04807e-07,0.216236,6.21818
6.77789e+06,0.000967781,1.69367,4.05903e-07,0.216399,6.21813
6.77789e+06,0.000967714,1.69367,4.06995e-07,0.216561,6.21808
6.77789e+06,0.000967648,1.69367,4.07268e-07,0.216723,6.21803
6.77789e+06,0.000967581,1.69367,4.08357e-07,0.216886,6.21798
6.77789e+06,0.000967513,1.69367,4.09443e-07,0.217048,6.21793
6.77789e+06,0.000967446,1.69367,4.10256e-07,0.21721,6.21788
6.77789e+06,0.000967379,1.69367,4.11337e-07,0.217372,6.21783
6.77789e+06,0.000967312,1.69367,4.12146e-07,0.217535,6.21778
6.77789e+06,0.000967245,1.69367,4.13222e-07,0.217697,6.21774
6.77789e+06,0.000967177,1.69367,4.13759e-07,0.217859,6.21769
6.77789e+06,0.00096711,1.69367,4.14831e-07,0.218022,6.21764
6.77789e+06,0.000967042,1.69367,4.159e-07,0.218184,6.21759
6.77789e+06,0.000966975,1.69367,4.167e-07,0.218346,6.21754
6.77789e+06,0.000966907,1.69367,4.17764e-07,0.218508,6.21749
6.77789e+06,0.000966839,1.69367,4.18826e-07,0.218671,6.21744
6.77789e+06,0.000966772,1.69367,4.19885e-07,0.218833,6.21739
6.77788e+06,0.000966704,1.69367,4.20677e-07,0.218995,6.21734
6.77788e+06,0.000966636,1.69367,4.21732e-07,0.219158,6.21729
6.77788e+06,0.000966568,1.69367,4.22258e-07,0.21932,6.21725
6.77788e+06,0.0009665,1.69367,4.23308e-07,0.219482,6.2172
6.77788e+06,0.000966432,1.69367,4.24094e-07,0.219645,6.21715
6.77788e+06,0.000966364,1.69367,4.25401e-07,0.219807,6.2171
6.77788e+06,0.000966296,1.69367,4.26184e-07,0.219969,6.21705
6.77788e+06,0.000966227,1.69367,4.27224e-07,0.220132,6.217
6.77788e+06,0.000966159,1.69367,4.28263e-07,0.220294,6.21695
6.77788e+06,0.000966091,1.69367,4.2904e-07,0.220456,6.2169
6.77788e+06,0.000966022,1.69367,4.30073e-07,0.220619,6.21685
6.77788e+06,0.000965954,1.69367,4.30589e-07,0.220781,6.21681
6.77788e+06,0.000965885,1.69367,4.3162e-07,0.220943,6.21676
6.77788e+06,0.000965816,1.69367,4.32647e-07,0.221106,6.21671
6.77788e+06,0.000965748,1.69367,4.33672e-07,0.221268,6.21666
6.77788e+06,0.000965679,1.69367,4.34695e-07,0.22143,6.21661
6.77788e+06,0.00096561,1.69367,4.35461e-07,0.221593,6.21656
6.77788e+06,0.000965541,1.69367,4.36479e-07,0.221755,6.21651
6.77788e+06,0.000965472,1.69367,4.37749e-07,0.221917,6.21646
6.77788e+06,0.000965403,1.69367,4.3851e-07,0.22208,6.21641
6.77788e+06,0.000965334,1.69367,4.39521e-07,0.222242,6.21636
6.77787e+06,0.000965265,1.69367,4.40278e-07,0.222405,6.21632
6.77787e+06,0.000965196,1.69367,4.41286e-07,0.222567,6.21627
6.77787e+06,0.000965127,1.69367,4.42291e-07,0.222729,6.21622
6.77787e+06,0.000965057,1.69367,4.43294e-07,0.222892,6.21617
6.77787e+06,0.000964988,1.69367,4.44295e-07,0.223054,6.21612
6.77787e+06,0.000964919,1.69367,4.45293e-07,0.223216,6.21607
6.77787e+06,0.000964849,1.69367,4.46289e-07,0.223379,6.21602
6.77787e+06,0.000964779,1.69367,4.47283e-07,0.223541,6.21597
6.77787e+06,0.00096471,1.69367,4.48275e-07,0.223704,6.21592
6.77787e+06,0.00096464,1.69367,4.49264e-07,0.223866,6.21587
6.77787e+06,0.00096457,1.69367,4.50252e-07,0.224028,6.21582
6.77787e+06,0.000964501,1.69367,4.51237e-07,0.224191,6.21578
6.77787e+06,0.000964431,1.69367,4.5222e-07,0.224353,6.21573
6.77787e+06,0.000964361,1.69367,4.52711e-07,0.224516,6.21568
6.77787e+06,0.000964291,1.69367,4.5418e-07,0.224678,6.21563
6.77787e+06,0.000964221,1.69367,4.54669e-07,0.22484,6.21558
6.77787e+06,0.00096415,1.69367,4.55888e-07,0.225003,6.21553
6.77787e+06,0.00096408,1.69367,4.56861e-07,0.225165,6.21548
6.77787e+06,0.00096401,1.69367,4.57832e-07,0.225328,6.21543
6.77787e+06,0.00096394,1.69367,4.58801e-07,0.22549,6.21538
6.77786e+06,0.000963869,1.69367,4.59526e-07,0.225653,6.21533
6.77786e+06,0.000963799,1.69367,4.60733e-07,0.225815,6.21529
6.77786e+06,0.000963728,1.69367,4.61696e-07,0.225977,6.21524
6.77786e+06,0.000963658,1.69367,4.62656e-07,0.22614,6.21519
6.77786e+06,0.000963587,1.69367,4.63615e-07,0.226302,6.21514
6.77786e+06,0.000963516,1.69367,4.6505e-07,0.226465,6.21509
6.77786e+06,0.000963446,1.69367,4.65527e-07,0.226627,6.21504
6.77786e+06,0.000963375,1.69367,4.66956e-07,0.22679,6.21499
6.77786e+06,0.000963304,1.69367,4.67906e-07,0.226952,6.21494
6.77786e+06,0.000963233,1.69367,4.68854e-07,0.227114,6.21489
6.77786e+06,0.000963162,1.69367,4.698e-07,0.227277,6.21484
6.77786e+06,0.000963091,1.69367,4.70745e-07,0.227439,6.21479
6.77786e+06,0.00096302,1.69367,4.71922e-07,0.227602,6.21475
6.77786e+06,0.000962949,1.69367,4.72862e-07,0.227764,6.2147
6.77786e+06,0.000962877,1.69367,4.73801e-07,0.227927,6.21465
6.77786e+06,0.000962806,1.69367,4.74737e-07,0.228089,6.2146
6.77786e+06,0.000962735,1.69367,4.75905e-07,0.228252,6.21455
6.77786e+06,0.000962663,1.69367,4.76604e-07,0.228414,6.2145
6.77786e+06,0.000962592,1.69367,4.77768e-07,0.228577,6.21445
6.77785e+06,0.00096252,1.69367,4.78696e-07,0.228739,6.2144
6.77785e+06,0.000962448,1.69367,4.80086e-07,0.228902,6.21435
6.77785e+06,0.000962377,1.69367,4.8101e-07,0.229064,6.2143
6.77785e+06,0.000962305,1.69367,4.81932e-07,0.229226,6.21425
6.77785e+06,0.000962233,1.69367,4.82853e-07,0.229389,6.21421
6.77785e+06,0.000962161,1.69367,4.84001e-07,0.229551,6.21416
6.77785e+06,0.000962089,1.69367,4.84918e-07,0.229714,6.21411
6.77785e+06,0.000962017,1.69367,4.86061e-07,0.229876,6.21406
6.77785e+06,0.000961945,1.69367,4.86974e-07,0.230039,6.21401
6.77785e+06,0.000961873,1.69367,4.87885e-07,0.230201,6.21396
6.77785e+06,0.000961801,1.69367,4.89248e-07,0.230364,6.21391
6.77785e+06,0.000961729,1.69367,4.90155e-07,0.230526,6.21386
6.77785e+06,0.000961656,1.69367,4.91061e-07,0.230689,6.21381
6.77785e+06,0.000961584,1.69367,4.9219e-07,0.230851,6.21376
6.77785e+06,0.000961511,1.69367,4.93316e-07,0.231014,6.21371
6.77785e+06,0.000961439,1.69367,4.94216e-07,0.231177,6.21366
6.77785e+06,0.000961366,1.69367,4.95562e-07,0.231339,6.21362
6.77785e+06,0.000961294,1.69367,4.96457e-07,0.231502,6.21357
6.77785e+06,0.000961221,1.69367,4.97351e-07,0.231664,6.21352
6.77785e+06,0.000961148,1.69367,4.98466e-07,0.231827,6.21347
6.77784e+06,0.000961075,1.69367,4.99356e-07,0.231989,6.21342
6.77784e+06,0.000961002,1.69367,5.00466e-07,0.232152,6.21337
6.77784e+06,0.000960929,1.69367,5.01795e-07,0.232314,6.21332
6.77784e+06,0.000960856,1.69367,5.0268e-07,0.232477,6.21327
6.77784e+06,0.000960783,1.69367,5.03562e-07,0.232639,6.21322
6.77784e+06,0.00096071,1.69367,5.04663e-07,0.232802,6.21317
6.77784e+06,0.000960637,1.69367,5.05543e-07,0.232964,6.21312
6.77784e+06,0.000960564,1.69367,5.07078e-07,0.233127,6.21307
6.77784e+06,0.00096049,1.69367,5.07953e-07,0.23329,6.21303
6.77784e+06,0.000960417,1.69367,5.09044e-07,0.233452,6.21298
6.77784e+06,0.000960344,1.69367,5.09916e-07,0.233615,6.21293
6.77784e+06,0.00096027,1.69367,5.11003e-07,0.233777,6.21288
6.77784e+06,0.000960197,1.69367,5.11872e-07,0.23394,6.21283
6.77784e+06,0.000960123,1.69367,5.13388e-07,0.234102,6.21278
6.77784e+06,0.000960049,1.69367,5.14252e-07,0.234265,6.21273
6.77784e+06,0.000959975,1.69367,5.1533e-07,0.234428,6.21268
6.77784e+06,0.000959902,1.69367,5.16191e-07,0.23459,6.21263
6.77784e+06,0.000959828,1.69367,5.1748e-07,0.234753,6.21258
6.77784e+06,0.000959754,1.69367,5.18552e-07,0.234915,6.21253
6.77783e+06,0.00095968,1.69367,5.19621e-07,0.235078,6.21248
6.77783e+06,0.000959606,1.69367,5.20475e-07,0.23524,6.21243
6.77783e+06,0.000959531,1.69367,5.21753e-07,0.235403,6.21239
6.77783e+06,0.000959457,1.69367,5.22816e-07,0.235566,6.21234
6.77783e+06,0.000959383,1.69367,5.23877e-07,0.235728,6.21229
6.77783e+06,0.000959309,1.69367,5.25147e-07,0.235891,6.21224
6.77783e+06,0.000959234,1.69367,5.25992e-07,0.236053,6.21219
6.77783e+06,0.00095916,1.69367,5.27046e-07,0.236216,6.21214
6.77783e+06,0.000959085,1.69367,5.28098e-07,0.236379,6.21209
6.77783e+06,0.000959011,1.69367,5.29358e-07,0.236541,6.21204
6.77783e+06,0.000958936,1.69367,5.30406e-07,0.236704,6.21199
6.77783e+06,0.000958861,1.69367,5.31452e-07,0.236867,6.21194
6.77783e+06,0.000958787,1.69367,5.32286e-07,0.237029,6.21189
6.77783e+06,0.000958712,1.69367,5.33745e-07,0.237192,6.21184
6.77783e+06,0.000958637,1.69367,5.34784e-07,0.237354,6.21179
6.77783e+06,0.000958562,1.69367,5.36028e-07,0.237517,6.21175
6.77783e+06,0.000958487,1.69367,5.37062e-07,0.23768,6.2117
6.77783e+06,0.000958412,1.69367,5.38095e-07,0.237842,6.21165
6.77782e+06,0.000958337,1.69367,5.39331e-07,0.238005,6.2116
6.77782e+06,0.000958262,1.69367,5.4036e-07,0.238168,6.21155
6.77782e+06,0.000958186,1.69367,5.41181e-07,0.23833,6.2115
6.77782e+06,0.000958111,1.69367,5.4241e-07,0.238493,6.21145
6.77782e+06,0.000958036,1.69367,5.43229e-07,0.238656,6.2114
6.77782e+06,0.00095796,1.69367,5.44657e-07,0.238818,6.21135
6.77782e+06,0.000957885,1.69367,5.45676e-07,0.238981,6.2113
6.77782e+06,0.000957809,1.69367,5.46895e-07,0.239144,6.21125
6.77782e+06,0.000957733,1.69367,5.47909e-07,0.239306,6.2112
6.77782e+06,0.000957658,1.69367,5.48921e-07,0.239469,6.21115
6.77782e+06,0.000957582,1.69367,5.50133e-07,0.239632,6.2111
6.77782e+06,0.000957506,1.69367,5.51142e-07,0.239794,6.21106
6.77782e+06,0.00095743,1.69367,5.5255e-07,0.239957,6.21101
6.77782e+06,0.000957354,1.69367,5.53554e-07,0.24012,6.21096
6.77782e+06,0.000957278,1.69367,5.54555e-07,0.240282,6.21091
6.77782e+06,0.000957202,1.69367,5.55755e-07,0.240445,6.21086
6.77782e+06,0.000957126,1.69367,5.56753e-07,0.240608,6.21081
6.77782e+06,0.00095705,1.69367,5.57749e-07,0.24077,6.21076
6.77782e+06,0.000956974,1.69367,5.58943e-07,0.240933,6.21071
6.77781e+06,0.000956897,1.69367,5.60133e-07,0.241096,6.21066
6.77781e+06,0.000956821,1.69367,5.61321e-07,0.241259,6.21061
6.77781e+06,0.000956744,1.69367,5.62309e-07,0.241421,6.21056
6.77781e+06,0.000956668,1.69367,5.63689e-07,0.241584,6.21051
6.77781e+06,0.000956591,1.69367,5.6487e-07,0.241747,6.21046
6.77781e+06,0.000956515,1.69367,5.65656e-07,0.241909,6.21041
6.77781e+06,0.000956438,1.69367,5.67028e-07,0.242072,6.21036
6.77781e+06,0.000956361,1.69367,5.68006e-07,0.242235,6.21031
6.77781e+06,0.000956284,1.69367,5.69178e-07,0.242398,6.21027
6.77781e+06,0.000956208,1.69367,5.70347e-07,0.24256,6.21022
6.77781e+06,0.000956131,1.69367,5.71513e-07,0.242723,6.21017
6.77781e+06,0.000956054,1.69367,5.72678e-07,0.242886,6.21012
6.77781e+06,0.000955976,1.69367,5.7384e-07,0.243049,6.21007
6.77781e+06,0.000955899,1.69367,5.74806e-07,0.243211,6.21002
6.77781e+06,0.000955822,1.69367,5.76157e-07,0.243374,6.20997
6.77781e+06,0.000955745,1.69367,5.77312e-07,0.243537,6.20992
6.77781e+06,0.000955668,1.69367,5.78465e-07,0.2437,6.20987
6.77781e+06,0.00095559,1.69367,5.79615e-07,0.243862,6.20982
6.7778e+06,0.000955513,1.69367,5.80763e-07,0.244025,6.20977
6.7778e+06,0.000955435,1.69367,5.81718e-07,0.244188,6.20972
6.7778e+06,0.000955358,1.69367,5.83053e-07,0.244351,6.20967
6.7778e+06,0.00095528,1.69367,5.84194e-07,0.244514,6.20962
6.7778e+06,0.000955202,1.69367,5.85333e-07,0.244676,6.20957
6.7778e+06,0.000955125,1.69367,5.8647e-07,0.244839,6.20952
6.7778e+06,0.000955047,1.69367,5.87605e-07,0.245002,6.20948
6.7778e+06,0.000954969,1.69367,5.89114e-07,0.245165,6.20943
6.7778e+06,0.000954891,1.69367,5.90056e-07,0.245327,6.20938
6.7778e+06,0.000954813,1.69367,5.91372e-07,0.24549,6.20933
6.7778e+06,0.000954735,1.69367,5.92309e-07,0.245653,6.20928
6.7778e+06,0.000954657,1.69367,5.9362e-07,0.245816,6.20923
6.7778e+06,0.000954579,1.69367,5.94741e-07,0.245979,6.20918
6.7778e+06,0.0009545,1.69367,5.9586e-07,0.246141,6.20913
6.7778e+06,0.000954422,1.69367,5.96977e-07,0.246304,6.20908
6.7778e+06,0.000954344,1.69367,5.98092e-07,0.246467,6.20903
6.7778e+06,0.000954265,1.69367,5.99205e-07,0.24663,6.20898
6.7778e+06,0.000954187,1.69367,6.005e-07,0.246793,6.20893
6.77779e+06,0.000954108,1.69367,6.01793e-07,0.246956,6.20888
6.77779e+06,0.000954029,1.69367,6.02899e-07,0.247118,6.20883
6.77779e+06,0.000953951,1.69367,6.04187e-07,0.247281,6.20878
6.77779e+06,0.000953872,1.69367,6.05471e-07,0.247444,6.20873
6.77779e+06,0.000953793,1.69367,6.06571e-07,0.247607,6.20868
6.77779e+06,0.000953714,1.69367,6.0785e-07,0.24777,6.20863
6.77779e+06,0.000953635,1.69367,6.08763e-07,0.247933,6.20858
6.77779e+06,0.000953556,1.69367,6.10038e-07,0.248095,6.20854
6.77779e+06,0.000953477,1.69367,6.11311e-07,0.248258,6.20849
6.77779e+06,0.000953398,1.69367,6.124e-07,0.248421,6.20844
6.77779e+06,0.000953319,1.69367,6.13667e-07,0.248584,6.20839
6.77779e+06,0.00095324,1.69367,6.14752e-07,0.248747,6.20834
6.77779e+06,0.00095316,1.69367,6.16015e-07,0.24891,6.20829
6.77779e+06,0.000953081,1.69367,6.17275e-07,0.249073,6.20824
6.77779e+06,0.000953002,1.69367,6.18353e-07,0.249236,6.20819
6.77779e+06,0.000952922,1.69367,6.1943e-07,0.249398,6.20814
6.77779e+06,0.000952843,1.69367,6.20862e-07,0.249561,6.20809
6.77778e+06,0.000952763,1.69367,6.21934e-07,0.249724,6.20804
6.77778e+06,0.000952683,1.69367,6.23182e-07,0.249887,6.20799
6.77778e+06,0.000952604,1.69367,6.24428e-07,0.25005,6.20794
6.77778e+06,0.000952524,1.69367,6.25849e-07,0.250213,6.20789
6.77778e+06,0.000952444,1.69367,6.26735e-07,0.250376,6.20784
6.77778e+06,0.000952364,1.69367,6.28151e-07,0.250539,6.20779
6.77778e+06,0.000952284,1.69367,6.29387e-07,0.250702,6.20774
6.77778e+06,0.000952204,1.69367,6.30444e-07,0.250865,6.20769
6.77778e+06,0.000952124,1.69367,6.31676e-07,0.251027,6.20764
6.77778e+06,0.000952044,1.69367,6.32905e-07,0.25119,6.20759
6.77778e+06,0.000951963,1.69367,6.34307e-07,0.251353,6.20754
6.77778e+06,0.000951883,1.69367,6.35356e-07,0.251516,6.2075
6.77778e+06,0.000951803,1.69367,6.36578e-07,0.251679,6.20745
6.77778e+06,0.000951722,1.69367,6.37972e-07,0.251842,6.2074
6.77778e+06,0.000951642,1.69367,6.39189e-07,0.252005,6.20735
6.77778e+06,0.000951561,1.69367,6.4023e-07,0.252168,6.2073
6.77778e+06,0.000951481,1.69367,6.41443e-07,0.252331,6.20725
6.77777e+06,0.0009514,1.69367,6.42653e-07,0.252494,6.2072
6.77777e+06,0.000951319,1.69367,6.44034e-07,0.252657,6.20715
6.77777e+06,0.000951238,1.69367,6.45411e-07,0.25282,6.2071
6.77777e+06,0.000951158,1.69367,6.46443e-07,0.252983,6.20705
6.77777e+06,0.000951077,1.69367,6.47644e-07,0.253146,6.207
6.77777e+06,0.000950996,1.69367,6.48842e-07,0.253309,6.20695
6.77777e+06,0.000950915,1.69367,6.5021e-07,0.253472,6.2069
6.77777e+06,0.000950834,1.69367,6.51574e-07,0.253635,6.20685
6.77777e+06,0.000950752,1.69367,6.52596e-07,0.253798,6.2068
6.77777e+06,0.000950671,1.69367,6.53956e-07,0.253961,6.20675
6.77777e+06,0.00095059,1.69367,6.55312e-07,0.254124,6.2067
6.77777e+06,0.000950508,1.69367,6.56497e-07,0.254287,6.20665
6.77777e+06,0.000950427,1.69367,6.5768e-07,0.25445,6.2066
6.77777e+06,0.000950346,1.69367,6.59029e-07,0.254613,6.20655
6.77777e+06,0.000950264,1.69367,6.60039e-07,0.254776,6.2065
6.77777e+06,0.000950182,1.69367,6.61383e-07,0.254939,6.20645
6.77777e+06,0.000950101,1.69367,6.62725e-07,0.255102,6.2064
6.77776e+06,0.000950019,1.69367,6.63896e-07,0.255265,6.20635
6.77776e+06,0.000949937,1.69367,6.65233e-07,0.255428,6.2063
6.77776e+06,0.000949855,1.69367,6.664e-07,0.255591,6.20625
6.77776e+06,0.000949773,1.69367,6.67732e-07,0.255754,6.20621
6.77776e+06,0.000949692,1.69367,6.6906e-07,0.255917,6.20616
6.77776e+06,0.000949609,1.69367,6.70387e-07,0.25608,6.20611
6.77776e+06,0.000949527,1.69367,6.7171e-07,0.256243,6.20606
6.77776e+06,0.000949445,1.69367,6.72701e-07,0.256406,6.20601
6.77776e+06,0.000949363,1.69367,6.7402e-07,0.256569,6.20596
6.77776e+06,0.000949281,1.69367,6.75337e-07,0.256732,6.20591
6.77776e+06,0.000949198,1.69367,6.76651e-07,0.256895,6.20586
6.77776e+06,0.000949116,1.69367,6.77798e-07,0.257058,6.20581
6.77776e+06,0.000949033,1.69367,6.79107e-07,0.257221,6.20576
6.77776e+06,0.000948951,1.69367,6.80577e-07,0.257384,6.20571
6.77776e+06,0.000948868,1.69367,6.81718e-07,0.257547,6.20566
6.77776e+06,0.000948786,1.69367,6.8302e-07,0.25771,6.20561
6.77776e+06,0.000948703,1.69367,6.84319e-07,0.257873,6.20556
6.77775e+06,0.00094862,1.69367,6.85615e-07,0.258036,6.20551
6.77775e+06,0.000948537,1.69367,6.8691e-07,0.258199,6.20546
6.77775e+06,0.000948454,1.69367,6.88201e-07,0.258362,6.20541
6.77775e+06,0.000948371,1.69367,6.89491e-07,0.258526,6.20536
